GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US270030502372,270030502372,"Block Group 2, Census Tract 502.37, Anoka County, Minnesota",82115,30452
1500000US270030504011,270030504011,"Block Group 1, Census Tract 504.01, Anoka County, Minnesota",60714,16474
1500000US270030504012,270030504012,"Block Group 2, Census Tract 504.01, Anoka County, Minnesota",35169,7987
1500000US270030504021,270030504021,"Block Group 1, Census Tract 504.02, Anoka County, Minnesota",31750,8952
1500000US270030504022,270030504022,"Block Group 2, Census Tract 504.02, Anoka County, Minnesota",59773,5157
1500000US270030504023,270030504023,"Block Group 3, Census Tract 504.02, Anoka County, Minnesota",33750,11525
1500000US270030505011,270030505011,"Block Group 1, Census Tract 505.01, Anoka County, Minnesota",21958,7037
1500000US270030505012,270030505012,"Block Group 2, Census Tract 505.01, Anoka County, Minnesota",40313,13095
1500000US270030505013,270030505013,"Block Group 3, Census Tract 505.01, Anoka County, Minnesota",65125,21247
1500000US270030505014,270030505014,"Block Group 4, Census Tract 505.01, Anoka County, Minnesota",34880,7999
1500000US270030505041,270030505041,"Block Group 1, Census Tract 505.04, Anoka County, Minnesota",48707,11811
1500000US270030505042,270030505042,"Block Group 2, Census Tract 505.04, Anoka County, Minnesota",49063,23538
1500000US270030505051,270030505051,"Block Group 1, Census Tract 505.05, Anoka County, Minnesota",71384,9315
1500000US270030505052,270030505052,"Block Group 2, Census Tract 505.05, Anoka County, Minnesota",84625,26241
1500000US270030505053,270030505053,"Block Group 3, Census Tract 505.05, Anoka County, Minnesota",58375,15382
1500000US270030505054,270030505054,"Block Group 4, Census Tract 505.05, Anoka County, Minnesota",31250,7390
1500000US270030506021,270030506021,"Block Group 1, Census Tract 506.02, Anoka County, Minnesota",42563,11724
1500000US270030506022,270030506022,"Block Group 2, Census Tract 506.02, Anoka County, Minnesota",61447,8194
1500000US270030506051,270030506051,"Block Group 1, Census Tract 506.05, Anoka County, Minnesota",53883,25473
1500000US270030506052,270030506052,"Block Group 2, Census Tract 506.05, Anoka County, Minnesota",57163,10421
1500000US270030506053,270030506053,"Block Group 3, Census Tract 506.05, Anoka County, Minnesota",72431,6541
1500000US270030506054,270030506054,"Block Group 4, Census Tract 506.05, Anoka County, Minnesota",59643,17865
1500000US270030506061,270030506061,"Block Group 1, Census Tract 506.06, Anoka County, Minnesota",31473,5262
1500000US270030506062,270030506062,"Block Group 2, Census Tract 506.06, Anoka County, Minnesota",57902,5487
1500000US270030506071,270030506071,"Block Group 1, Census Tract 506.07, Anoka County, Minnesota",64479,8871
1500000US270030506072,270030506072,"Block Group 2, Census Tract 506.07, Anoka County, Minnesota",57870,11027
1500000US270030506073,270030506073,"Block Group 3, Census Tract 506.07, Anoka County, Minnesota",61250,34451
1500000US270030506074,270030506074,"Block Group 4, Census Tract 506.07, Anoka County, Minnesota",31713,5534
1500000US270030506081,270030506081,"Block Group 1, Census Tract 506.08, Anoka County, Minnesota",40625,4693
1500000US270030506082,270030506082,"Block Group 2, Census Tract 506.08, Anoka County, Minnesota",76397,8443
1500000US270030506083,270030506083,"Block Group 3, Census Tract 506.08, Anoka County, Minnesota",65174,13438
1500000US270030506091,270030506091,"Block Group 1, Census Tract 506.09, Anoka County, Minnesota",58646,4614
1500000US270030506092,270030506092,"Block Group 2, Census Tract 506.09, Anoka County, Minnesota",87880,6455
1500000US270030506093,270030506093,"Block Group 3, Census Tract 506.09, Anoka County, Minnesota",82837,19205
1500000US270030506101,270030506101,"Block Group 1, Census Tract 506.10, Anoka County, Minnesota",47470,16381
1500000US270030506102,270030506102,"Block Group 2, Census Tract 506.10, Anoka County, Minnesota",86125,29487
1500000US270030506103,270030506103,"Block Group 3, Census Tract 506.10, Anoka County, Minnesota",76500,24480
1500000US270030506104,270030506104,"Block Group 4, Census Tract 506.10, Anoka County, Minnesota",51661,11457
1500000US270030507021,270030507021,"Block Group 1, Census Tract 507.02, Anoka County, Minnesota",57238,6857
1500000US270030507022,270030507022,"Block Group 2, Census Tract 507.02, Anoka County, Minnesota",83864,21424
1500000US270030507041,270030507041,"Block Group 1, Census Tract 507.04, Anoka County, Minnesota",52111,23668
1500000US270030507042,270030507042,"Block Group 2, Census Tract 507.04, Anoka County, Minnesota",65221,28014
1500000US270030507043,270030507043,"Block Group 3, Census Tract 507.04, Anoka County, Minnesota",65000,8012
1500000US270030507044,270030507044,"Block Group 4, Census Tract 507.04, Anoka County, Minnesota",69063,14604
1500000US270030507045,270030507045,"Block Group 5, Census Tract 507.04, Anoka County, Minnesota",65114,20626
1500000US270030507061,270030507061,"Block Group 1, Census Tract 507.06, Anoka County, Minnesota",61086,6272
1500000US270030507062,270030507062,"Block Group 2, Census Tract 507.06, Anoka County, Minnesota",68798,13659
1500000US270030507063,270030507063,"Block Group 3, Census Tract 507.06, Anoka County, Minnesota",37841,8926
1500000US270030507071,270030507071,"Block Group 1, Census Tract 507.07, Anoka County, Minnesota",101250,13700
1500000US270030507072,270030507072,"Block Group 2, Census Tract 507.07, Anoka County, Minnesota",116087,33954
1500000US270030507073,270030507073,"Block Group 3, Census Tract 507.07, Anoka County, Minnesota",130313,74395
1500000US270030507091,270030507091,"Block Group 1, Census Tract 507.09, Anoka County, Minnesota",70313,5915
1500000US270030507092,270030507092,"Block Group 2, Census Tract 507.09, Anoka County, Minnesota",49224,3645
1500000US270030507101,270030507101,"Block Group 1, Census Tract 507.10, Anoka County, Minnesota",48594,14642
1500000US270030507102,270030507102,"Block Group 2, Census Tract 507.10, Anoka County, Minnesota",61089,8256
1500000US270030507103,270030507103,"Block Group 3, Census Tract 507.10, Anoka County, Minnesota",96125,12545
1500000US270030507104,270030507104,"Block Group 4, Census Tract 507.10, Anoka County, Minnesota",43652,3804
1500000US270030507111,270030507111,"Block Group 1, Census Tract 507.11, Anoka County, Minnesota",71304,14439
1500000US270030507112,270030507112,"Block Group 2, Census Tract 507.11, Anoka County, Minnesota",86953,13524
1500000US270030507113,270030507113,"Block Group 3, Census Tract 507.11, Anoka County, Minnesota",104213,10384
1500000US270030507114,270030507114,"Block Group 4, Census Tract 507.11, Anoka County, Minnesota",85987,11742
1500000US270030507115,270030507115,"Block Group 5, Census Tract 507.11, Anoka County, Minnesota",77102,9843
1500000US270030507121,270030507121,"Block Group 1, Census Tract 507.12, Anoka County, Minnesota",95714,12760
1500000US270030507122,270030507122,"Block Group 2, Census Tract 507.12, Anoka County, Minnesota",65214,20914
1500000US270030507123,270030507123,"Block Group 3, Census Tract 507.12, Anoka County, Minnesota",51845,8677
1500000US270030507124,270030507124,"Block Group 4, Census Tract 507.12, Anoka County, Minnesota",59659,14940
1500000US270030508051,270030508051,"Block Group 1, Census Tract 508.05, Anoka County, Minnesota",89816,12810
1500000US270030508052,270030508052,"Block Group 2, Census Tract 508.05, Anoka County, Minnesota",76912,19982
1500000US270030508053,270030508053,"Block Group 3, Census Tract 508.05, Anoka County, Minnesota",65108,15715
1500000US270030508054,270030508054,"Block Group 4, Census Tract 508.05, Anoka County, Minnesota",49706,19090
1500000US270030508061,270030508061,"Block Group 1, Census Tract 508.06, Anoka County, Minnesota",76250,15604
1500000US270030508062,270030508062,"Block Group 2, Census Tract 508.06, Anoka County, Minnesota",80347,25837
1500000US270030508063,270030508063,"Block Group 3, Census Tract 508.06, Anoka County, Minnesota",80615,5384
1500000US270030508064,270030508064,"Block Group 4, Census Tract 508.06, Anoka County, Minnesota",74067,8835
1500000US270030508071,270030508071,"Block Group 1, Census Tract 508.07, Anoka County, Minnesota",68750,14606
1500000US270030508072,270030508072,"Block Group 2, Census Tract 508.07, Anoka County, Minnesota",51979,17834
1500000US270030508073,270030508073,"Block Group 3, Census Tract 508.07, Anoka County, Minnesota",55625,33807
1500000US270030508074,270030508074,"Block Group 4, Census Tract 508.07, Anoka County, Minnesota",56629,9629
1500000US270030508081,270030508081,"Block Group 1, Census Tract 508.08, Anoka County, Minnesota",69350,4496
1500000US270030508082,270030508082,"Block Group 2, Census Tract 508.08, Anoka County, Minnesota",57794,4944
1500000US270030508091,270030508091,"Block Group 1, Census Tract 508.09, Anoka County, Minnesota",56932,9161
1500000US270030508092,270030508092,"Block Group 2, Census Tract 508.09, Anoka County, Minnesota",55963,3506
1500000US270030508093,270030508093,"Block Group 3, Census Tract 508.09, Anoka County, Minnesota",87036,5831
1500000US270030508101,270030508101,"Block Group 1, Census Tract 508.10, Anoka County, Minnesota",87500,18770
1500000US270030508102,270030508102,"Block Group 2, Census Tract 508.10, Anoka County, Minnesota",40932,3852
1500000US270030508103,270030508103,"Block Group 3, Census Tract 508.10, Anoka County, Minnesota",54850,10202
1500000US270030508104,270030508104,"Block Group 4, Census Tract 508.10, Anoka County, Minnesota",53571,24019
1500000US270030508111,270030508111,"Block Group 1, Census Tract 508.11, Anoka County, Minnesota",61127,2281
1500000US270030508112,270030508112,"Block Group 2, Census Tract 508.11, Anoka County, Minnesota",46053,15438
1500000US270030508113,270030508113,"Block Group 3, Census Tract 508.11, Anoka County, Minnesota",65208,9224
1500000US270030508131,270030508131,"Block Group 1, Census Tract 508.13, Anoka County, Minnesota",62647,35527
1500000US270030508132,270030508132,"Block Group 2, Census Tract 508.13, Anoka County, Minnesota",113692,12330
1500000US270030508133,270030508133,"Block Group 3, Census Tract 508.13, Anoka County, Minnesota",40833,13016
1500000US270030508134,270030508134,"Block Group 4, Census Tract 508.13, Anoka County, Minnesota",46289,17853
1500000US270030508135,270030508135,"Block Group 5, Census Tract 508.13, Anoka County, Minnesota",73158,19935
1500000US270030508161,270030508161,"Block Group 1, Census Tract 508.16, Anoka County, Minnesota",101250,21113
1500000US270030508162,270030508162,"Block Group 2, Census Tract 508.16, Anoka County, Minnesota",75958,9971
1500000US270030508163,270030508163,"Block Group 3, Census Tract 508.16, Anoka County, Minnesota",103400,16336
1500000US270030508164,270030508164,"Block Group 4, Census Tract 508.16, Anoka County, Minnesota",62426,46038
1500000US270030508181,270030508181,"Block Group 1, Census Tract 508.18, Anoka County, Minnesota",87250,33302
1500000US270030508182,270030508182,"Block Group 2, Census Tract 508.18, Anoka County, Minnesota",81341,7015
1500000US270030508183,270030508183,"Block Group 3, Census Tract 508.18, Anoka County, Minnesota",121413,22346
1500000US270030508191,270030508191,"Block Group 1, Census Tract 508.19, Anoka County, Minnesota",137230,15091
1500000US270030508192,270030508192,"Block Group 2, Census Tract 508.19, Anoka County, Minnesota",120417,27387
1500000US270030508201,270030508201,"Block Group 1, Census Tract 508.20, Anoka County, Minnesota",97375,23670
1500000US270030508202,270030508202,"Block Group 2, Census Tract 508.20, Anoka County, Minnesota",96027,16804
1500000US270030508211,270030508211,"Block Group 1, Census Tract 508.21, Anoka County, Minnesota",114000,21361
1500000US270030508212,270030508212,"Block Group 2, Census Tract 508.21, Anoka County, Minnesota",109083,16426
1500000US270030508213,270030508213,"Block Group 3, Census Tract 508.21, Anoka County, Minnesota",71552,17727
1500000US270030509011,270030509011,"Block Group 1, Census Tract 509.01, Anoka County, Minnesota",49900,8485
1500000US270030509012,270030509012,"Block Group 2, Census Tract 509.01, Anoka County, Minnesota",66016,6260
1500000US270030509021,270030509021,"Block Group 1, Census Tract 509.02, Anoka County, Minnesota",69444,69330
1500000US270030509022,270030509022,"Block Group 2, Census Tract 509.02, Anoka County, Minnesota",68427,6033
1500000US270030509023,270030509023,"Block Group 3, Census Tract 509.02, Anoka County, Minnesota",85938,10411
1500000US270030509024,270030509024,"Block Group 4, Census Tract 509.02, Anoka County, Minnesota",56250,15827
1500000US270030510011,270030510011,"Block Group 1, Census Tract 510.01, Anoka County, Minnesota",41859,13559
1500000US270030510012,270030510012,"Block Group 2, Census Tract 510.01, Anoka County, Minnesota",62083,24095
1500000US270030510021,270030510021,"Block Group 1, Census Tract 510.02, Anoka County, Minnesota",50375,25484
1500000US270030510022,270030510022,"Block Group 2, Census Tract 510.02, Anoka County, Minnesota",43750,6065
1500000US270030510023,270030510023,"Block Group 3, Census Tract 510.02, Anoka County, Minnesota",67667,17106
1500000US270030511011,270030511011,"Block Group 1, Census Tract 511.01, Anoka County, Minnesota",50954,14693
1500000US270030511012,270030511012,"Block Group 2, Census Tract 511.01, Anoka County, Minnesota",53824,15608
1500000US270030511013,270030511013,"Block Group 3, Census Tract 511.01, Anoka County, Minnesota",97438,46276
1500000US270030511014,270030511014,"Block Group 4, Census Tract 511.01, Anoka County, Minnesota",75313,11822
1500000US270030511015,270030511015,"Block Group 5, Census Tract 511.01, Anoka County, Minnesota",72500,11113
1500000US270030511021,270030511021,"Block Group 1, Census Tract 511.02, Anoka County, Minnesota",46144,5273
1500000US270030511022,270030511022,"Block Group 2, Census Tract 511.02, Anoka County, Minnesota",90208,40426
1500000US270030511023,270030511023,"Block Group 3, Census Tract 511.02, Anoka County, Minnesota",66719,10248
1500000US270030511031,270030511031,"Block Group 1, Census Tract 511.03, Anoka County, Minnesota",78370,19761
1500000US270030511032,270030511032,"Block Group 2, Census Tract 511.03, Anoka County, Minnesota",71406,15871
1500000US270030511033,270030511033,"Block Group 3, Census Tract 511.03, Anoka County, Minnesota",52500,13556
1500000US270030512011,270030512011,"Block Group 1, Census Tract 512.01, Anoka County, Minnesota",51369,4909
1500000US270030512012,270030512012,"Block Group 2, Census Tract 512.01, Anoka County, Minnesota",43911,10619
1500000US270030512013,270030512013,"Block Group 3, Census Tract 512.01, Anoka County, Minnesota",36158,3627
1500000US270030512021,270030512021,"Block Group 1, Census Tract 512.02, Anoka County, Minnesota",52031,11409
1500000US270030512022,270030512022,"Block Group 2, Census Tract 512.02, Anoka County, Minnesota",66208,5055
1500000US270030512023,270030512023,"Block Group 3, Census Tract 512.02, Anoka County, Minnesota",43194,11348
1500000US270030512031,270030512031,"Block Group 1, Census Tract 512.03, Anoka County, Minnesota",83021,37877
1500000US270030512032,270030512032,"Block Group 2, Census Tract 512.03, Anoka County, Minnesota",65476,13287
1500000US270030512033,270030512033,"Block Group 3, Census Tract 512.03, Anoka County, Minnesota",61831,11266
1500000US270030512061,270030512061,"Block Group 1, Census Tract 512.06, Anoka County, Minnesota",43438,7218
1500000US270030512062,270030512062,"Block Group 2, Census Tract 512.06, Anoka County, Minnesota",66679,7076
1500000US270030513021,270030513021,"Block Group 1, Census Tract 513.02, Anoka County, Minnesota",49321,14706
1500000US270030513022,270030513022,"Block Group 2, Census Tract 513.02, Anoka County, Minnesota",41274,13581
1500000US270030513023,270030513023,"Block Group 3, Census Tract 513.02, Anoka County, Minnesota",63398,4840
1500000US270030513041,270030513041,"Block Group 1, Census Tract 513.04, Anoka County, Minnesota",50650,9803
1500000US270030513042,270030513042,"Block Group 2, Census Tract 513.04, Anoka County, Minnesota",39421,4436
1500000US270030513051,270030513051,"Block Group 1, Census Tract 513.05, Anoka County, Minnesota",60054,6861
1500000US270030513052,270030513052,"Block Group 2, Census Tract 513.05, Anoka County, Minnesota",43186,2745
1500000US270030513053,270030513053,"Block Group 3, Census Tract 513.05, Anoka County, Minnesota",22073,5174
1500000US270030514001,270030514001,"Block Group 1, Census Tract 514, Anoka County, Minnesota",61507,11196
1500000US270030514002,270030514002,"Block Group 2, Census Tract 514, Anoka County, Minnesota",50294,12184
1500000US270030514003,270030514003,"Block Group 3, Census Tract 514, Anoka County, Minnesota",55821,16949
1500000US270030514004,270030514004,"Block Group 4, Census Tract 514, Anoka County, Minnesota",39125,7251
1500000US270030515011,270030515011,"Block Group 1, Census Tract 515.01, Anoka County, Minnesota",38712,9017
1500000US270030515012,270030515012,"Block Group 2, Census Tract 515.01, Anoka County, Minnesota",37306,22563
1500000US270030515021,270030515021,"Block Group 1, Census Tract 515.02, Anoka County, Minnesota",76500,24547
1500000US270030515022,270030515022,"Block Group 2, Census Tract 515.02, Anoka County, Minnesota",47462,10330
1500000US270030515023,270030515023,"Block Group 3, Census Tract 515.02, Anoka County, Minnesota",50938,49996
1500000US270030516001,270030516001,"Block Group 1, Census Tract 516, Anoka County, Minnesota",95924,10435
1500000US270030516002,270030516002,"Block Group 2, Census Tract 516, Anoka County, Minnesota",71842,5315
1500000US270030516003,270030516003,"Block Group 3, Census Tract 516, Anoka County, Minnesota",76793,9239
1500000US270190901001,270190901001,"Block Group 1, Census Tract 901, Carver County, Minnesota",76781,12228
1500000US270190901002,270190901002,"Block Group 2, Census Tract 901, Carver County, Minnesota",58452,35964
1500000US270190901003,270190901003,"Block Group 3, Census Tract 901, Carver County, Minnesota",81125,27887
1500000US270190901004,270190901004,"Block Group 4, Census Tract 901, Carver County, Minnesota",48404,9009
1500000US270190902001,270190902001,"Block Group 1, Census Tract 902, Carver County, Minnesota",66250,10836
1500000US270190902002,270190902002,"Block Group 2, Census Tract 902, Carver County, Minnesota",82344,8757
1500000US270190903011,270190903011,"Block Group 1, Census Tract 903.01, Carver County, Minnesota",79469,6359
1500000US270190903012,270190903012,"Block Group 2, Census Tract 903.01, Carver County, Minnesota",59478,10994
1500000US270190903013,270190903013,"Block Group 3, Census Tract 903.01, Carver County, Minnesota",74879,15427
1500000US270190903021,270190903021,"Block Group 1, Census Tract 903.02, Carver County, Minnesota",94345,8283
1500000US270190904011,270190904011,"Block Group 1, Census Tract 904.01, Carver County, Minnesota",111833,9622
1500000US270190904012,270190904012,"Block Group 2, Census Tract 904.01, Carver County, Minnesota",164135,19893
1500000US270190904021,270190904021,"Block Group 1, Census Tract 904.02, Carver County, Minnesota",152361,26865
1500000US270190904022,270190904022,"Block Group 2, Census Tract 904.02, Carver County, Minnesota",113359,19030
1500000US270190905011,270190905011,"Block Group 1, Census Tract 905.01, Carver County, Minnesota",123750,11606
1500000US270190905021,270190905021,"Block Group 1, Census Tract 905.02, Carver County, Minnesota",134180,12713
1500000US270190905031,270190905031,"Block Group 1, Census Tract 905.03, Carver County, Minnesota",112500,7018
1500000US270190905032,270190905032,"Block Group 2, Census Tract 905.03, Carver County, Minnesota",132250,29860
1500000US270190906011,270190906011,"Block Group 1, Census Tract 906.01, Carver County, Minnesota",51188,15239
1500000US270190906012,270190906012,"Block Group 2, Census Tract 906.01, Carver County, Minnesota",109013,17596
1500000US270190906021,270190906021,"Block Group 1, Census Tract 906.02, Carver County, Minnesota",118450,10328
1500000US270190906022,270190906022,"Block Group 2, Census Tract 906.02, Carver County, Minnesota",150852,48397
1500000US270190907011,270190907011,"Block Group 1, Census Tract 907.01, Carver County, Minnesota",105375,23780
1500000US270190907012,270190907012,"Block Group 2, Census Tract 907.01, Carver County, Minnesota",61393,17547
1500000US270190907013,270190907013,"Block Group 3, Census Tract 907.01, Carver County, Minnesota",126442,35526
1500000US270190907021,270190907021,"Block Group 1, Census Tract 907.02, Carver County, Minnesota",124554,16831
1500000US270190907022,270190907022,"Block Group 2, Census Tract 907.02, Carver County, Minnesota",193750,16318
1500000US270190908001,270190908001,"Block Group 1, Census Tract 908, Carver County, Minnesota",140391,46979
1500000US270190908002,270190908002,"Block Group 2, Census Tract 908, Carver County, Minnesota",54808,17889
1500000US270190908003,270190908003,"Block Group 3, Census Tract 908, Carver County, Minnesota",91053,10446
1500000US270190908004,270190908004,"Block Group 4, Census Tract 908, Carver County, Minnesota",123750,36671
1500000US270190908005,270190908005,"Block Group 5, Census Tract 908, Carver County, Minnesota",96446,10120
1500000US270190909001,270190909001,"Block Group 1, Census Tract 909, Carver County, Minnesota",87132,16999
1500000US270190909002,270190909002,"Block Group 2, Census Tract 909, Carver County, Minnesota",36719,11708
1500000US270190909003,270190909003,"Block Group 3, Census Tract 909, Carver County, Minnesota",150341,18150
1500000US270190909004,270190909004,"Block Group 4, Census Tract 909, Carver County, Minnesota",127885,36449
1500000US270190910001,270190910001,"Block Group 1, Census Tract 910, Carver County, Minnesota",67614,27090
1500000US270190910002,270190910002,"Block Group 2, Census Tract 910, Carver County, Minnesota",43350,8818
1500000US270190910003,270190910003,"Block Group 3, Census Tract 910, Carver County, Minnesota",42979,12746
